name,description,url,source,category,stem_fields,target_grade,cost,location_type,time_commitment,prerequisite_level,support_level,deadline,financial_barrier_level,financial_aid_available,family_income_consideration,hidden_costs_level,cost_category,diversity_focus,underrepresented_friendly,first_gen_support,cultural_competency,rural_accessible,transportation_required,internet_dependency,regional_availability,family_involvement_required,peer_network_building,mentor_access_level,source_file,program_family
Kode With Klossy Boston In-Person Coding Camp,"Free 2-week intensive in-person coding camp in Boston for girls ages 13-18. Choose from web development (HTML/CSS/JavaScript) or mobile app development (Swift) tracks. Hands-on instruction from industry professionals, collaborative projects, field trips to tech companies, and networking with women in tech. Includes all meals, materials, and local activities.",https://www.kodewithklossy.com/programs,Kode With Klossy,Coding Camp,"Computer Science, Web Development, Mobile Development, Swift, JavaScript",7-12,Free,In-person residential or day camp,"2 weeks (full-day, 9am-5pm)",,High,Rolling admissions (typically March-April),,Fully funded scholarship including meals,,Low,Free,Girls in technology,True,True,High,False,True,Basic,Northeastern,Parental consent required,True,Professional,kode_with_klossy_programs,
Kode With Klossy Atlanta In-Person Coding Camp,"Free 2-week intensive in-person coding camp in Atlanta for girls ages 13-18. Choose from web development (HTML/CSS/JavaScript) or mobile app development (Swift) tracks. Hands-on instruction from industry professionals, collaborative projects, field trips to tech companies, and networking with women in tech. Includes all meals, materials, and local activities.",https://www.kodewithklossy.com/programs,Kode With Klossy,Coding Camp,"Computer Science, Web Development, Mobile Development, Swift, JavaScript",7-12,Free,In-person residential or day camp,"2 weeks (full-day, 9am-5pm)",,High,Rolling admissions (typically March-April),,Fully funded scholarship including meals,,Low,Free,Girls in technology,True,True,High,False,True,Basic,South,Parental consent required,True,Professional,kode_with_klossy_programs,
Kode With Klossy Denver In-Person Coding Camp,"Free 2-week intensive in-person coding camp in Denver for girls ages 13-18. Choose from web development (HTML/CSS/JavaScript) or mobile app development (Swift) tracks. Hands-on instruction from industry professionals, collaborative projects, field trips to tech companies, and networking with women in tech. Includes all meals, materials, and local activities.",https://www.kodewithklossy.com/programs,Kode With Klossy,Coding Camp,"Computer Science, Web Development, Mobile Development, Swift, JavaScript",7-12,Free,In-person residential or day camp,"2 weeks (full-day, 9am-5pm)",,High,Rolling admissions (typically March-April),,Fully funded scholarship including meals,,Low,Free,Girls in technology,True,True,High,False,True,Basic,Western,Parental consent required,True,Professional,kode_with_klossy_programs,
Kode With Klossy Scholar Network,"Ongoing support network for Kode With Klossy camp alumni. Provides continued learning resources, mentorship opportunities, college application support, career guidance, and connections to tech internships. Access to exclusive workshops, hackathons, and networking events throughout the year. Builds long-term community of young women in technology.",https://www.kodewithklossy.com/,Kode With Klossy,Coding Camp,"Computer Science, Career Development, Mentorship",7-12,Free,Virtual and in-person events,Ongoing (post-camp support),Camp participation required,High,Ongoing for alumni,,,,,Free,Girls in technology,True,True,High,True,False,Basic,National,,True,Professional,kode_with_klossy_programs,
Kode With Klossy Code Challenge,Application requirement where prospective students complete coding challenges to demonstrate interest and aptitude. Beginner-friendly challenges teach basic programming concepts while assessing problem-solving abilities. Provides introduction to coding before camp begins. Completion increases application competitiveness.,https://www.kodewithklossy.com/apply,Kode With Klossy,Coding Camp,"Computer Science, Problem Solving",7-12,Free,Online,2-4 hours (one-time),,Low,During application period,,,,,Free,Girls in technology,True,True,High,True,False,High-speed-required,National,Parental consent required,False,,kode_with_klossy_programs,
Kode With Klossy Capstone Project,"Final project component of camp where students design and build complete web or mobile applications. Work individually or in teams to create original projects addressing real-world problems. Receive mentorship from instructors and industry professionals. Present final projects to peers, family, and tech community. Portfolio-ready work for college applications.",https://www.kodewithklossy.com/programs,Kode With Klossy,Coding Camp,"Computer Science, Project Management, Software Development",7-12,Included in camp,Based on camp format,Final week of camp,Camp participation required,High,End of camp session,,,,,Free,Girls in technology,True,True,High,Based on camp location,Based on camp format,High-speed-required,National,Family invited to presentation,True,Professional,kode_with_klossy_programs,
Code Quest,"Annual computer programming competition for high school students. Teams of 2-3 students solve 20-30 challenging problems using JAVA, Python, C#, or C++. Created by Lockheed Martin engineers. Winners eligible for paid high school internships. Includes Code Quest Academy, a free digital practice platform.",https://www.lockheedmartin.com/en-us/who-we-are/communities/stem-education.html,Lockheed Martin,Industry Competition,"Computer Science, Programming, Software Engineering",9-12,Free,Hybrid,1 day competition + practice,Medium,Medium,Check website annually,,False,False,,Free,True,True,False,High,True,False,Basic,National,,True,Professional,lockheed_martin_programs,
CyberQuest,"Annual high school cyber competition featuring a cloud-based, 3-hour team competition. Students solve cybersecurity challenges created by Lockheed Martin cybersecurity engineers. Winners eligible for paid high school internships. Includes CyberQuest Academy, a free digital practice platform.",https://www.lockheedmartin.com/en-us/who-we-are/communities/stem-education.html,Lockheed Martin,Industry Competition,"Cybersecurity, Computer Science, Information Technology",9-12,Free,Virtual,3 hours + practice,Medium,Medium,Check website annually,,False,False,,Free,True,True,False,High,True,False,Basic,National,,True,Professional,lockheed_martin_programs,
Code Quest Academy,"Free digital practice platform for students preparing for Code Quest competition. Features programming challenges, tutorials, and practice problems designed by Lockheed Martin engineers. Supports JAVA, Python, C#, and C++. Available year-round for skill development.",https://www.lockheedmartin.com/en-us/who-we-are/communities/stem-education.html,Lockheed Martin,Engineering Challenge,"Computer Science, Programming, Software Engineering",9-12,Free,Virtual,Self-paced,Basic,Medium,Check Lockheed Martin website,,False,False,,Free,True,True,False,High,True,False,Basic,National,,False,Professional,lockheed_martin_programs,
CyberQuest Academy,"Free digital practice platform for students learning cybersecurity skills. Features cybersecurity challenges, tutorials, and practice scenarios created by Lockheed Martin cybersecurity professionals. Prepares students for CyberQuest competition and cybersecurity careers.",https://www.lockheedmartin.com/en-us/who-we-are/communities/stem-education.html,Lockheed Martin,Engineering Challenge,"Cybersecurity, Computer Science, Information Technology",9-12,Free,Virtual,Self-paced,Basic,Medium,Check Lockheed Martin website,,False,False,,Free,True,True,False,High,True,False,Basic,National,,False,Professional,lockheed_martin_programs,
Lockheed Martin STEM Scholarship,"Scholarship program supporting students pursuing postsecondary STEM credentials. Launched in 2019, offers multiple scholarship types for students interested in science, technology, engineering, and mathematics. Focus on inspiring future engineers and scientists.",https://www.lockheedmartin.com/en-us/who-we-are/communities/stem-education.html,Lockheed Martin,Scholarship Program,"Engineering, Technology, Mathematics, Science",College,Scholarship-funded,Remote,Application process,High,Medium,Check website annually,,False,False,,Free,True,True,False,High,True,False,Basic,National,,False,Professional,lockheed_martin_programs,
Lockheed Martin Vocational Scholarship,"Scholarship program for students pursuing vocational and technical STEM credentials. Supports students entering skilled trades and technical careers in aerospace, manufacturing, and defense technology. Part of broader commitment to workforce development.",https://www.lockheedmartin.com/en-us/who-we-are/communities/stem-education.html,Lockheed Martin,Scholarship Program,"Manufacturing, Engineering Technology, Technical Trades",College,Scholarship-funded,Remote,Application process,Medium,Medium,Check website annually,,False,False,,Free,True,True,False,High,True,False,Basic,National,,False,Professional,lockheed_martin_programs,
